common_name,class,order,adult_weight_g,max_longevity_yrs,metabolic_rate_w,body_mass_g,female_maturity_days,gestation_days,litter_size,body_temp_k
Horned grebe,Aves,Podicipediformes,485.0,,,,365.0,24.0,6.0,
Great crested grebe,Aves,Podicipediformes,738.7,19.2,,,730.0,,,
Red-necked grebe,Aves,Podicipediformes,1100.0,11.0,,,365.0,22.0,4.5,
Eared grebe,Aves,Podicipediformes,392.0,13.1,,,730.0,21.0,3.0,
Pied-billed grebe,Aves,Podicipediformes,430.0,,,,365.0,23.0,6.23,
Little grebe,Aves,Podicipediformes,174.0,17.5,,,365.0,,,
Antipodean albatross,Aves,Procellariiformes,7790.0,30.3,,,3671.0,,,
Royal albatross,Aves,Procellariiformes,9000.0,58.0,,,3652.0,,,
Wandering albatross,Aves,Procellariiformes,7046.7,50.0,20.3649,8130.0,3671.0,,,
Short-tailed albatross,Aves,Procellariiformes,4411.0,,,,,,,
Laysan albatross,Aves,Procellariiformes,3150.0,70.0,7.462,2522.0,3141.0,64.0,1.0,
Waved albatross,Aves,Procellariiformes,3395.0,40.0,,,3032.0,,,
Black-footed albatross,Aves,Procellariiformes,2800.0,42.1,,,1825.0,65.0,1.0,
Light-mantled albatross,Aves,Procellariiformes,2825.0,28.1,,,4383.0,,,
Indian yellow-nosed albatross,Aves,Procellariiformes,2115.0,27.7,,,3324.0,,,
Shy albatross,Aves,Procellariiformes,4012.5,30.9,,,,,,
Yellow-nosed albatross,Aves,Procellariiformes,3890.0,37.0,,,3324.0,,,
Grey-headed albatross,Aves,Procellariiformes,3753.0,47.2,8.5312,3753.0,4383.0,,,
Campbell albatross,Aves,Procellariiformes,3440.0,34.2,,,3872.0,,,
Black-browed albatross,Aves,Procellariiformes,3232.0,43.7,,,3872.0,,,
European storm petrel,Aves,Procellariiformes,25.2,33.8,,,1095.0,35.0,1.0,
Harcourt's storm petrel,Aves,Procellariiformes,42.0,36.0,,,1826.0,42.0,1.0,
Fork-tailed storm petrel,Aves,Procellariiformes,45.2,18.0,,,1095.0,52.0,1.0,
Ashy storm-petrel,Aves,Procellariiformes,36.9,31.0,,,,,,
Leach's storm petrel,Aves,Procellariiformes,44.6,36.0,,,1826.0,41.0,1.0,
Sooty storm petrel,Aves,Procellariiformes,87.0,,,,1825.0,45.0,,
White-faced storm-petrel,Aves,Procellariiformes,47.2,19.8,,,,,,
Bulwer's petrel,Aves,Procellariiformes,99.0,22.9,0.513975,87.0,1461.0,44.0,1.0,
Cory's shearwater,Aves,Procellariiformes,535.0,24.8,,,1095.0,,,
Cape petrel,Aves,Procellariiformes,408.6,28.5,,,2192.0,,,
Northern fulmar,Aves,Procellariiformes,908.0,51.0,,,2200.0,55.0,1.0,
Southern fulmar,Aves,Procellariiformes,795.0,45.0,,,3726.0,,,
Southern giant petrel,Aves,Procellariiformes,3697.5,47.0,,,2445.0,,,
Northern giant petrel,Aves,Procellariiformes,4313.0,35.4,,,2922.0,,,
Fairy prion,Aves,Procellariiformes,138.05,16.5,,,1461.0,,,
Snow petrel,Aves,Procellariiformes,268.0,46.0,,,3945.0,,,
Black petrel,Aves,Procellariiformes,702.5,17.0,,,2557.0,,,
Phoenix petrel,Aves,Procellariiformes,259.0,11.3,,,,,,
Trindade petrel,Aves,Procellariiformes,383.75,21.8,,,,,,
"Bonin petrel, or Bonin Island petrel",Aves,Procellariiformes,168.6,30.8,,,,49.0,1.0,
Gould's petrel,Aves,Procellariiformes,147.5,32.7,,,,,,
Great-winged petrel,Aves,Procellariiformes,578.5,14.9,,,,,,
"Galapagos petrel, or Darked-rump petrel",Aves,Procellariiformes,425.0,,,,,55.0,1.0,
Hawaiian petrel,Aves,Procellariiformes,434.0,13.1,,,,,,
Providence petrel,Aves,Procellariiformes,471.0,16.6,,,,,,
Flesh-footed shearwater,Aves,Procellariiformes,690.0,30.2,,,,,,
Sooty shearwater,Aves,Procellariiformes,740.0,34.0,,,2734.0,,,
Audubon's shearwater,Aves,Procellariiformes,130.0,,,,,51.0,1.0,
Balearic shearwater,Aves,Procellariiformes,497.0,,,,2205.0,,,
Christmas Island shearwater,Aves,Procellariiformes,356.0,,1.48808,307.6,1461.0,51.0,1.0,
Wedge-tailed shearwater,Aves,Procellariiformes,337.8,29.0,,,1461.0,53.0,1.0,
Manx shearwater,Aves,Procellariiformes,434.0,50.9,,,1825.0,51.0,1.0,
Short-tailed shearwater,Aves,Procellariiformes,499.4,39.9,,,2192.0,53.0,1.0,
Antarctic petrel,Aves,Procellariiformes,687.5,15.0,,,,,,
Fischer's lovebird,Aves,Psittaciformes,48.3,12.6,,,,,,
Nyasa loverbird,Aves,Psittaciformes,37.3,19.2,,,,,,
Red-headed lovebird,Aves,Psittaciformes,43.0,18.0,,,363.0,,,
Rosy-faced lovebird,Aves,Psittaciformes,54.8,,,,150.0,23.0,5.0,
Black-winged lovebird,Aves,Psittaciformes,57.5,14.6,,,363.0,,,
Australian king parrot,Aves,Psittaciformes,232.5,26.6,,,363.0,,,
Blue-fronted amazon,Aves,Psittaciformes,451.0,49.0,,,,,,
White-fronted parrot,Aves,Psittaciformes,215.0,25.3,,,,,,
Orange-winged amazon,Aves,Psittaciformes,370.0,30.0,,,,,,
Yellow-naped parrot,Aves,Psittaciformes,432.16,49.0,,,,,,
Red-lored parrot,Aves,Psittaciformes,416.0,27.0,,,,,,
Yellow-shouldered amazon,Aves,Psittaciformes,270.0,,,,,,,
Mealy parrot,Aves,Psittaciformes,626.0,,,,,,,
Festive amazon,Aves,Psittaciformes,430.0,24.5,,,,,,
Lilac-crowned parrot,Aves,Psittaciformes,302.0,25.8,,,,,,
St. Vincent parrot,Aves,Psittaciformes,646.0,28.0,,,,,,
Cuban parrot,Aves,Psittaciformes,235.5,,,,,,,
Yellow-crowned parrot,Aves,Psittaciformes,430.0,56.0,,,,,,
Yellow-headed parrot,Aves,Psittaciformes,517.0,,,,,,,
Red-browed parrot,Aves,Psittaciformes,511.5,44.0,,,,,,
St. Lucia amazon,Aves,Psittaciformes,676.0,,,,,,,
Red-crowned parrot,Aves,Psittaciformes,316.0,,,,,,,
Puerto Rican amazon,Aves,Psittaciformes,281.0,,,,,,,
Glaucous macaw,Aves,Psittaciformes,,,,,,,,
Hyacinth macaw,Aves,Psittaciformes,1330.0,38.8,,,,,,
Lear's macaw,Aves,Psittaciformes,940.0,38.3,,,,,,
Red-winged parrot,Aves,Psittaciformes,136.0,24.4,,,727.0,,,
Great green macaw,Aves,Psittaciformes,1300.0,29.0,,,,,,
Blue-and-yellow macaw,Aves,Psittaciformes,1030.0,43.0,,,,,,
Red-and-green macaw,Aves,Psittaciformes,1220.0,50.1,,,,28.0,2.5,
Blue-throated macaw,Aves,Psittaciformes,784.0,22.0,,,,,,
Scarlet macaw,Aves,Psittaciformes,1040.0,33.0,,,,,,
Military macaw,Aves,Psittaciformes,1134.0,46.0,,,,,,
Red-fronted macaw,Aves,Psittaciformes,470.0,23.0,,,,,,
Chestnut-fronted macaw,Aves,Psittaciformes,343.0,28.5,,,,,,
Blue-crowned parakeet,Aves,Psittaciformes,171.0,31.0,,,,,,
Golden-capped parakeet,Aves,Psittaciformes,130.0,20.9,,,,,,
Orange-fronted parakeet,Aves,Psittaciformes,85.0,16.2,,,,,,
Hispaniolan parakeet,Aves,Psittaciformes,146.0,,,,,,,
Red-masked parakeet,Aves,Psittaciformes,151.0,26.2,,,,,,
Green parakeet,Aves,Psittaciformes,138.0,21.8,,,,,,
Port Lincoln ringneck,Aves,Psittaciformes,150.0,17.9,0.718,137.0,363.0,,,
Andean parakeet,Aves,Psittaciformes,43.1,9.2,,,,,,
Yellow-chevroned parakeet,Aves,Psittaciformes,61.6,19.0,,,730.0,26.0,5.0,
Grey-cheeked parakeet,Aves,Psittaciformes,64.0,11.3,,,,,,
Tui parakeet,Aves,Psittaciformes,59.0,13.2,,,,,,
Plain parakeet,Aves,Psittaciformes,63.0,11.0,,,,,,
Canary-winged parakeet,Aves,Psittaciformes,71.6,10.3,,,730.0,25.0,5.0,
White cockatoo,Aves,Psittaciformes,570.0,26.9,,,2000.0,30.0,2.0,
Ducorps's cockatoo,Aves,Psittaciformes,394.0,30.5,,,,,,
Sulphur-crested cockatoo,Aves,Psittaciformes,800.0,57.0,3.419,776.1,1461.0,27.0,2.0,
Tanimbar cockatoo,Aves,Psittaciformes,275.0,26.0,,,,,,
Philippine cockatoo,Aves,Psittaciformes,288.0,17.3,,,,,,
Pink cockatoo,Aves,Psittaciformes,390.0,83.0,,,,,,
Salmon-crested cockatoo,Aves,Psittaciformes,830.0,65.8,,,,,,
Blue-eyed cockatoo,Aves,Psittaciformes,492.0,31.9,,,,,,
Western corella,Aves,Psittaciformes,637.0,26.3,,,,,,
Little corella,Aves,Psittaciformes,350.0,46.9,,,,,,
Yellow-crested cockatoo,Aves,Psittaciformes,340.0,49.7,,,,,,
Long-billed corella,Aves,Psittaciformes,567.0,43.0,,,,,,
Gang-gang cockatoo,Aves,Psittaciformes,256.0,27.5,,,1272.0,,,
Banksian cockatoo,Aves,Psittaciformes,723.7,45.4,,,1454.0,,,
Long-billed black cockatoo,Aves,Psittaciformes,620.0,47.0,,,,,,
Yellow-tailed black cockatoo,Aves,Psittaciformes,678.5,41.0,,,,,,
Glossy black cockatoo,Aves,Psittaciformes,437.0,,,,1090.0,,,
Short-billed black cockatoo,Aves,Psittaciformes,622.925,34.4,,,,,,
Black lory,Aves,Psittaciformes,260.0,17.5,,,,,,
Yellow-streaked lory,Aves,Psittaciformes,190.0,19.7,,,,,,
Papuan lorikeet,Aves,Psittaciformes,83.0,11.3,,,,,,
Carolina parakeet,Aves,Psittaciformes,100.0,30.0,,,365.0,22.0,2.5,
Black parrot,Aves,Psittaciformes,193.5,34.1,,,,,,
Vasa parrot,Aves,Psittaciformes,525.0,53.9,,,,,,
Patagonian conure,Aves,Psittaciformes,278.0,19.5,,,,,,
Spix's macaw,Aves,Psittaciformes,200.0,27.0,,,,,,
Yellow-fronted parakeet,Aves,Psittaciformes,46.0,9.3,,,,,,
Red-fronted parakeet,Aves,Psittaciformes,92.6,12.4,,,,,,
Red-fan parrot,Aves,Psittaciformes,246.0,21.8,,,,,,
Red-shouldered macaw,Aves,Psittaciformes,151.0,22.9,,,,,,
Eclectus parrot,Aves,Psittaciformes,440.0,28.5,,,,,,
Slender-billed parakeet,Aves,Psittaciformes,193.0,15.3,,,,,,
Galah,Aves,Psittaciformes,300.0,40.0,1.248,268.7,363.0,,,
Red lory,Aves,Psittaciformes,156.0,24.7,,,,,,
Black-winged lory,Aves,Psittaciformes,167.0,18.1,,,,,,
Red-and-blue lory,Aves,Psittaciformes,,15.2,,,,,,
Blue-streaked lory,Aves,Psittaciformes,,16.6,,,,,,
Violet-necked lory,Aves,Psittaciformes,,16.5,,,,,,
Horned parakeet,Aves,Psittaciformes,130.0,19.7,,,,,,
Pacific parrotlet,Aves,Psittaciformes,26.2,10.4,,,,,,
Mexican parrotlet,Aves,Psittaciformes,33.5,10.5,,,,,,
Green-rumped parrotlet,Aves,Psittaciformes,24.0,11.6,,,363.0,,,
Yellow-faced parrotlet,Aves,Psittaciformes,27.05,10.5,,,,,,
Musk lorikeet,Aves,Psittaciformes,70.8,21.3,,,,,,
Purple-crowned lorikeet,Aves,Psittaciformes,44.0,12.0,,,,,,
Short-tailed parrot,Aves,Psittaciformes,159.0,13.2,,,,,,
Golden conure,Aves,Psittaciformes,250.0,23.2,,,,,,
Blue-crowned hanging parrot,Aves,Psittaciformes,28.0,14.3,,,,,,
Colasisi,Aves,Psittaciformes,34.9,10.1,,,,,,
Vernal hanging parrot,Aves,Psittaciformes,35.7,10.1,,,,,,
Purple-naped lory,Aves,Psittaciformes,182.0,26.0,,,,,,
Chattering lory,Aves,Psittaciformes,143.0,26.6,,,,,,
Black-capped lory,Aves,Psittaciformes,177.0,18.5,,,,,,
Budgerigar,Aves,Psittaciformes,30.0,21.0,0.3035,25.2,180.0,18.0,5.0,314.15
Monk parakeet,Aves,Psittaciformes,81.7,22.1,0.5189,80.4,730.0,31.0,7.0,
Nanday parakeet,Aves,Psittaciformes,128.0,18.7,,,,,,
Orange-bellied parakeet,Aves,Psittaciformes,45.9,,,,,,,
Blue-winged parrot,Aves,Psittaciformes,46.1,21.0,,,363.0,,,
Elegant parrot,Aves,Psittaciformes,44.3,,,,363.0,,,
Turquoise parrot,Aves,Psittaciformes,41.4,21.0,,,363.0,,,
Scarlet-chested parrot,Aves,Psittaciformes,38.6,14.0,,,,,,
Bourke's parrot,Aves,Psittaciformes,45.0,12.6,,,,,,
Kaka,Aves,Psittaciformes,429.0,,,,,,,
Kea,Aves,Psittaciformes,867.5,47.0,,,,,,
Bluebonnet,Aves,Psittaciformes,86.2,15.3,,,,,,
Cockatiel,Aves,Psittaciformes,90.0,35.0,,,456.0,,,
Ground parrot,Aves,Psittaciformes,75.7,7.4,,,,,,
Collared lory,Aves,Psittaciformes,83.6,,,,,,,
White-bellied parrot,Aves,Psittaciformes,155.0,26.0,,,,,,
Black-headed parrot,Aves,Psittaciformes,149.0,22.6,,,,,,
Pileated parrot,Aves,Psittaciformes,119.0,16.8,,,,,,
Scaly-headed parrot,Aves,Psittaciformes,293.0,16.2,,,,,,
Blue-headed parrot,Aves,Psittaciformes,251.0,20.6,,,,,,
White-cheeked rosella,Aves,Psittaciformes,116.45,,,,545.0,,,
Green rosella,Aves,Psittaciformes,130.175,,,,363.0,,,
Crimson rosella,Aves,Psittaciformes,124.5,26.8,,,454.0,,,
Eastern rosella,Aves,Psittaciformes,104.0,27.4,,,363.0,,,
Western rosella,Aves,Psittaciformes,63.3,13.2,,,363.0,,,
Northern rosella,Aves,Psittaciformes,89.5,19.1,,,363.0,,,
Brown-headed parrot,Aves,Psittaciformes,140.0,32.1,,,,,,
Red-fronted parrot,Aves,Psittaciformes,275.0,21.0,,,,,,
Brown parrot,Aves,Psittaciformes,117.5,34.2,,,,,,
"Cape parrot, or Brown-necked parrot",Aves,Psittaciformes,344.0,29.7,,,,,,
Ruppel's parrot,Aves,Psittaciformes,116.0,34.3,,,,,,
Red-bellied parrot,Aves,Psittaciformes,120.0,33.4,,,,,,
Senegal parrot,Aves,Psittaciformes,155.0,40.0,,,,,,
Alexandra's parrot,Aves,Psittaciformes,104.0,23.9,,,,,,
Regent parrot,Aves,Psittaciformes,170.0,13.8,,,363.0,,,
Superb parrot,Aves,Psittaciformes,153.0,15.1,,,363.0,,,
Blue-winged macaw,Aves,Psittaciformes,256.0,31.0,,,,,,
Palm cockatoo,Aves,Psittaciformes,841.0,56.3,,,2739.0,,,
Masked shining parrot,Aves,Psittaciformes,,11.8,,,,,,
Crimson shining parrot,Aves,Psittaciformes,237.25,20.1,,,,,,
Red shining parrot,Aves,Psittaciformes,232.0,,,,,,,
Hooded parrot,Aves,Psittaciformes,55.0,18.0,,,545.0,,,
Red-rumped parrot,Aves,Psittaciformes,61.4,12.2,,,363.0,,,
Mulga parrot,Aves,Psittaciformes,61.5,11.8,,,,,,
Dusky lory,Aves,Psittaciformes,149.0,13.4,,,,,,
Grey-hooded parakeet,Aves,Psittaciformes,30.0,8.5,,,,,,
Red-breasted parakeet,Aves,Psittaciformes,147.0,23.3,,,,,,
Layard's parakeet,Aves,Psittaciformes,,14.0,,,,,,
Malabar parakeet,Aves,Psittaciformes,85.5,,,,,,,
Plum-headed parakeet,Aves,Psittaciformes,66.0,18.8,,,1090.0,,,
Alexandrine parakeet,Aves,Psittaciformes,255.0,30.0,,,1090.0,,,
Rose-ringed parakeet,Aves,Psittaciformes,128.0,34.0,,,909.0,,,
Large fig parrot,Aves,Psittaciformes,117.0,14.9,,,,,,
Edward's fig parrot,Aves,Psittaciformes,118.0,12.0,,,,,,
Salvadori's fig parrot,Aves,Psittaciformes,118.0,12.0,,,,,,
Grey parrot,Aves,Psittaciformes,333.0,49.7,,,,,,
Goldie's lorikeet,Aves,Psittaciformes,51.0,,,,,,,
Iris lorikeet,Aves,Psittaciformes,,24.1,,,,,,
Blue-rumped parrot,Aves,Psittaciformes,,10.2,,,,,,
Pesquet's parrot,Aves,Psittaciformes,865.0,25.0,,,,,,
Red-capped parrot,Aves,Psittaciformes,116.0,15.3,,,363.0,,,
White-eared conure,Aves,Psittaciformes,56.7,18.5,,,,,,
Crimson-bellied parakeet,Aves,Psittaciformes,87.0,14.3,,,,,,
Thick-billed parrot,Aves,Psittaciformes,360.0,33.0,,,730.0,26.0,3.0,
Kakapo,Aves,Psittaciformes,1750.0,60.0,,,3650.0,30.0,2.5,
Great-billed parrot,Aves,Psittaciformes,325.0,23.0,,,,,,
Blue-backed parrot,Aves,Psittaciformes,270.5,14.4,,,,,,
Scaly-breasted lorikeet,Aves,Psittaciformes,87.0,33.8,,,,,,
Olive-headed lorikeet,Aves,Psittaciformes,73.7,16.0,,,,,,
Rainbow lorikeet,Aves,Psittaciformes,115.1,20.6,,,,,,
Mindanao lorikeet,Aves,Psittaciformes,55.2,17.8,,,,,,
Ornate lorikeet,Aves,Psittaciformes,,19.4,,,,,,
Blue-bellied parrot,Aves,Psittaciformes,90.0,11.9,,,,,,
Blue-crowned lorikeet,Aves,Psittaciformes,,13.6,,,,,,
Blue lorikeet,Aves,Psittaciformes,29.0,18.4,,,,,,
Greater rhea,Aves,Rheiformes,23000.0,,,,426.0,36.0,,
Emperor penguin,Aves,Sphenisciformes,29500.0,,,,1825.0,,,
King penguin,Aves,Sphenisciformes,13036.8,27.0,25.889,13270.0,1732.0,,,
Royal penguin,Aves,Sphenisciformes,4500.0,15.8,,,1817.0,,,
Little penguin,Aves,Sphenisciformes,1105.0,42.2,,,727.0,39.0,,
Gentoo penguin,Aves,Sphenisciformes,5950.0,41.0,,,730.0,,2.0,
Jackass penguin,Aves,Sphenisciformes,3135.0,27.3,,,727.0,,,
Humboldt penguin,Aves,Sphenisciformes,4379.0,,,,1096.0,,,
Magellanic penguin,Aves,Sphenisciformes,4000.0,30.0,,,1040.0,40.0,1.0,
Galapagos penguin,Aves,Sphenisciformes,1932.5,17.7,,,,,,
Northern saw-whet owl,Aves,Strigiformes,117.9,17.5,0.654,124.0,365.0,27.0,5.5,
Boreal owl,Aves,Strigiformes,120.0,15.9,,,365.0,27.0,5.0,
Short-eared owl,Aves,Strigiformes,406.0,21.8,,,365.0,25.0,6.0,
Long-eared owl,Aves,Strigiformes,249.7,27.8,0.954,252.0,365.0,27.0,4.5,
Burrowing owl,Aves,Strigiformes,150.0,11.0,,,365.0,28.0,8.0,
Little owl,Aves,Strigiformes,169.0,11.1,,,365.0,,,
Eurasian eagle-owl,Aves,Strigiformes,2686.0,68.0,,,730.0,,,
Snowy owl,Aves,Strigiformes,2042.5,28.0,4.2244,2026.0,730.0,32.0,6.0,
Great horned owl,Aves,Strigiformes,1191.2,29.0,5.2442,1450.0,730.0,27.0,3.0,
Eurasian pygmy-owl,Aves,Strigiformes,65.5,6.0,,,365.0,,,
Eastern screech-owl,Aves,Strigiformes,164.1,20.7,0.586,166.0,365.0,29.0,4.0,
Western screech-owl,Aves,Strigiformes,205.0,19.0,,,365.0,30.0,4.0,
Elf owl,Aves,Strigiformes,41.0,14.0,0.259435,45.9,365.0,24.0,2.0,
Barking owl,Aves,Strigiformes,568.5,,,,,,,
Morepork,Aves,Strigiformes,195.0,15.9,,,,,,
Powerful owl,Aves,Strigiformes,1324.93,6.1,,,,,,
Flammulated owl,Aves,Strigiformes,55.5,8.1,,,365.0,22.0,3.0,
"Common scops-owl, or Eurasian scops-owl",Aves,Strigiformes,92.0,6.9,,,365.0,,,
Spectacled owl,Aves,Strigiformes,770.0,25.0,,,,36.0,2.0,
Tawny owl,Aves,Strigiformes,520.0,22.4,,,365.0,,,
Great grey owl,Aves,Strigiformes,1120.0,16.1,,,365.0,30.0,2.0,
Spotted owl,Aves,Strigiformes,588.7,25.0,2.675,571.0,365.0,30.0,2.0,
Ural owl,Aves,Strigiformes,784.5,23.8,,,365.0,,,
Barred owl,Aves,Strigiformes,715.0,34.0,,,730.0,28.0,2.0,
Northern hawk-owl,Aves,Strigiformes,320.0,16.2,,,363.0,27.0,7.0,
Barn owl,Aves,Strigiformes,580.0,34.0,,,365.0,33.0,6.0,
Eastern barn owl,Aves,Strigiformes,,,,,,,,
Greater sooty owl,Aves,Strigiformes,550.0,,,,,,,
Ostrich,Aves,Struthioniformes,111000.0,50.0,69.6339,100000.0,1000.0,,,
Anhinga,Aves,Suliformes,1080.0,16.4,3.2258,1040.0,730.0,28.0,4.0,
Darter,Aves,Suliformes,1486.6,16.0,,,,,,
Australasian darter,Aves,Suliformes,1518.0,22.3,,,,,,
Christmas Island frigatebird,Aves,Suliformes,1550.0,25.6,,,2192.0,,,
Lesser frigatebird,Aves,Suliformes,806.0,27.6,,,,,,
Magnificent frigatebird,Aves,Suliformes,1078.0,34.0,,,1826.0,56.0,1.0,
Great frigatebird,Aves,Suliformes,1400.0,43.0,,,1826.0,56.0,1.0,
Little pied cormorant,Aves,Suliformes,750.0,13.1,,,,,,
European shag,Aves,Suliformes,1773.0,30.6,,,1095.0,,,
Double-crested cormorant,Aves,Suliformes,1817.0,22.5,5.6096,1330.0,730.0,24.0,4.0,
Neotropic cormorant,Aves,Suliformes,1550.0,12.6,,,365.0,26.0,3.5,
Great cormorant,Aves,Suliformes,3628.8,32.1,,,1460.0,30.0,4.0,
Black-faced cormorant,Aves,Suliformes,1420.0,41.6,,,,,,
Pelagic cormorant,Aves,Suliformes,2041.2,17.8,,,730.0,22.0,4.0,
Brandt's cormorant,Aves,Suliformes,2426.0,18.0,,,730.0,30.0,3.0,
Little black cormorant,Aves,Suliformes,1000.0,,,,,,,
Australian pied cormorant,Aves,Suliformes,1715.0,46.4,,,,,,
Northern gannet,Aves,Suliformes,2950.0,37.4,,,730.0,43.0,1.0,
Australasian gannet,Aves,Suliformes,2350.0,33.0,,,,,,
Masked booby,Aves,Suliformes,1739.2,25.5,5.5209,1289.0,1461.0,43.0,1.5,
Nazca booby,Aves,Suliformes,1754.0,21.0,,,1461.0,,,
Brown booby,Aves,Suliformes,1134.0,28.5,,,1278.0,41.0,2.0,
Blue-footed booby,Aves,Suliformes,1530.0,18.0,,,1090.0,41.0,2.0,
Red-footed booby,Aves,Suliformes,1017.0,23.0,,,730.0,44.0,1.0,
Solitary tinamou,Aves,Tinamiformes,1390.5,15.0,,,,,,
Blacknose shark,Chondrichthyes,Carcharhiniformes,10395.0,19.0,,,1369.0,,3.9,
Grey reef shark,Chondrichthyes,Carcharhiniformes,18535.0,25.0,,,2190.0,,4.1,
Copper shark,Chondrichthyes,Carcharhiniformes,167530.0,34.5,,,7610.0,,16.6,
Spinner shark,Chondrichthyes,Carcharhiniformes,49335.0,19.0,,,3285.0,,8.5,
Nervous shark,Chondrichthyes,Carcharhiniformes,,16.4,,,2190.0,,4.2,
Silky shark,Chondrichthyes,Carcharhiniformes,190300.0,23.0,,,2920.0,,6.5,
Galapagos shark,Chondrichthyes,Carcharhiniformes,47025.0,24.0,,,2829.0,,8.7,
Finetooth shark,Chondrichthyes,Carcharhiniformes,,8.0,,,1570.0,,4.0,
Bull shark,Chondrichthyes,Carcharhiniformes,174075.0,32.0,,,6570.0,,9.8,
Blacktip shark,Chondrichthyes,Carcharhiniformes,67540.0,12.0,,,2555.0,,4.6,
Oceanic whitetip shark,Chondrichthyes,Carcharhiniformes,92070.0,22.0,,,1825.0,,6.1,
Dusky shark,Chondrichthyes,Carcharhiniformes,190575.0,35.0,,,7482.0,,10.0,
Sandbar shark,Chondrichthyes,Carcharhiniformes,65000.0,32.0,,,5110.0,,7.9,
Smalltail shark,Chondrichthyes,Carcharhiniformes,,24.0,,,2190.0,,4.5,
Night shark,Chondrichthyes,Carcharhiniformes,42185.0,31.7,,,3650.0,,11.1,
Spot-tail shark,Chondrichthyes,Carcharhiniformes,15400.0,8.0,,,912.0,,3.1,
Australian blacktip shark,Chondrichthyes,Carcharhiniformes,28600.0,12.0,,,1277.0,,3.0,
Tiger shark,Chondrichthyes,Carcharhiniformes,444070.0,50.0,,,2555.0,,31.5,
Lemon shark,Chondrichthyes,Carcharhiniformes,101035.0,20.0,,,4636.0,,7.4,
Blue shark,Chondrichthyes,Carcharhiniformes,113245.0,20.0,,,2190.0,,30.0,
Milk shark,Chondrichthyes,Carcharhiniformes,2750.0,8.0,,,,,,
Australian sharpnose shark,Chondrichthyes,Carcharhiniformes,,7.0,,,365.0,,4.5,
Atlantic sharpnose shark,Chondrichthyes,Carcharhiniformes,3987.5,10.2,,,948.0,,4.4,
Spadenose shark,Chondrichthyes,Carcharhiniformes,,6.0,,,,,,
Whitetip reef shark,Chondrichthyes,Carcharhiniformes,10065.0,25.0,,,2920.0,,,
Small-spotted catshark,Chondrichthyes,Carcharhiniformes,726.0,12.0,,,2791.0,,45.5,
Nursehound,Chondrichthyes,Carcharhiniformes,,19.0,,,,,,
Scalloped hammerhead,Chondrichthyes,Carcharhiniformes,83820.0,35.0,,,1460.0,,20.1,
Bonnethead shark,Chondrichthyes,Carcharhiniformes,5940.0,6.5,,,1058.0,,10.0,
Whiskery skark,Chondrichthyes,Carcharhiniformes,7095.0,11.5,,,2372.0,,19.0,
Tope shark,Chondrichthyes,Carcharhiniformes,24585.0,55.0,,,4615.0,,24.9,
Japanese topeshark,Chondrichthyes,Carcharhiniformes,,15.0,,,,,,
Gummy shark,Chondrichthyes,Carcharhiniformes,16940.0,16.0,,,2336.0,,16.0,
Gray smoothhound,Chondrichthyes,Carcharhiniformes,,9.0,,,766.0,,9.5,
Dusky smooth-hound,Chondrichthyes,Carcharhiniformes,6710.0,16.0,,,1606.0,,9.5,
Spotless smooth-hound,Chondrichthyes,Carcharhiniformes,,9.0,,,2062.0,,,
Brown smoothhound,Chondrichthyes,Carcharhiniformes,,13.0,,,2062.0,,4.5,
Spotted estuary smooth-hound,Chondrichthyes,Carcharhiniformes,,19.5,,,1460.0,,10.7,
Starspotted smooth-hound,Chondrichthyes,Carcharhiniformes,3146.0,10.0,,,1085.0,,7.5,
Smooth-hound,Chondrichthyes,Carcharhiniformes,,24.0,,,4927.0,,11.5,
Leopard shark,Chondrichthyes,Carcharhiniformes,10110.0,30.0,,,4745.0,,15.0,
Cape elephantfish,Chondrichthyes,Chimaeriformes,2887.5,12.0,,,1533.0,,22.0,
Elephant fish,Chondrichthyes,Chimaeriformes,,6.0,,,1642.0,,13.0,
Rabbitfish,Chondrichthyes,Chimaeriformes,1375.0,29.4,,,4181.0,,22.0,
Horn shark,Chondrichthyes,Heterodontiformes,,12.0,,,,,,
Crested bullhead shark,Chondrichthyes,Heterodontiformes,,12.0,,,,,,
Bluntnose sevengill shark,Chondrichthyes,Hexanchiformes,58850.0,49.0,,,,,88.5,
Pelagic thresher shark,Chondrichthyes,Lamniformes,,29.0,,,3139.0,,2.0,
Bigeye thresher,Chondrichthyes,Lamniformes,200090.0,21.0,,,4690.0,,2.0,
Basking shark,Chondrichthyes,Lamniformes,2200000.0,32.0,,,4197.0,,,
Great white shark,Chondrichthyes,Lamniformes,1870000.0,50.0,,,,,6.0,
Shortfin mako,Chondrichthyes,Lamniformes,278190.0,25.0,,,5475.0,,12.5,
Salmon shark,Chondrichthyes,Lamniformes,96250.0,20.0,,,2738.0,,4.5,
Porbeagle,Chondrichthyes,Lamniformes,126500.0,30.0,,,4745.0,,4.0,
Sand tiger shark,Chondrichthyes,Lamniformes,87340.0,12.0,,,2500.0,,2.0,
Southern stingray,Chondrichthyes,Myliobatiformes,74580.0,18.0,,,2008.0,,4.2,
Blue stingray,Chondrichthyes,Myliobatiformes,,10.0,,,2555.0,,6.2,
Diamond stingray,Chondrichthyes,Myliobatiformes,,28.0,,,3468.0,,2.0,
